HANDLE,p_address,c_address,p_lcra,p_lra,p_landBank,c_lra,p_typeSimple,c_typeDetail,c_typeSimple,compare_type,p_low
15282000330,5561 GREER AVE,5561 GREER AV,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15282000340,5563 GREER AVE,5563 GREER AV,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15282000440,3328 CLARA AVE,3328 CLARA AV,FALSE,TRUE,TRUE,TRUE,building,"vacant lot, confirmed",lot,unmatched,TRUE
15283000020,5252 PAULIAN PL,5252 PAULIAN PL,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15283000030,5250 PAULIAN PL,5250 PAULIAN PL,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15283000040,5246 PAULIAN PL,5246 PAULIAN PL,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15283000050,5244 PAULIAN PL,5244 PAULIAN PL,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15283000060,5240 PAULIAN PL,5240 PAULIAN PL,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15283000070,5238 PAULIAN PL,5238 PAULIAN PL,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15283000100,5230 PAULIAN PL,5230 PAULIAN PL,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15284000200,5201 - 5203 PAULIAN PL,5201-3 PAULIAN PL,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15284000230,5211 PAULIAN PL,5211 PAULIAN PL,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15284000290,5229 PAULIAN PL,5229 PAULIAN PL,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15291000010,4900 - 4902 BEACON AVE,4900-2 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000020,4904 BEACON AVE,4904 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000040,4910 BEACON AVE,4910 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000060,4916 - 4918 BEACON AVE,4916 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000080,4922 BEACON AVE,4922 BEACON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15291000090,4926 BEACON AVE,4926 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000110,4934 BEACON AVE,4934 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000150,4944 BEACON AVE,4944 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000200,4962 BEACON AVE,4962 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000220,4966 BEACON AVE,4966 BEACON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15291000240,4972 BEACON AVE,4972 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000250,4976 BEACON AVE,4976 BEACON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000270,4975 DAVISON AVE,4975 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000390,4939 DAVISON AVE,4939 DAVISON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15291000400,4935 DAVISON AVE,4935 DAVISON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15291000410,4933 DAVISON AVE,4933 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000420,4931 DAVISON AVE,4931 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000430,4927 DAVISON AVE,4927 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000440,4923 DAVISON AVE,4923 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000450,4921 DAVISON AVE,4921 DAVISON AV,FALSE,FALSE,FALSE,FALSE,unknown,"vacant building, confirmed",building,unmatched,TRUE
15291000460,4917 DAVISON AVE,4917 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000480,4911 DAVISON AVE,4911 DAVISON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15291000490,4907 DAVISON AVE,4907 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15291000510,4901 DAVISON AVE,4901 DAVISON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15292000030,4908 DAVISON AVE,4908 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000050,4914 DAVISON AVE,4914 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000060,4916 DAVISON AVE,4916 DAVISON AV,FALSE,FALSE,FALSE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
15292000070,4918 DAVISON AVE,4918 DAVISON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15292000120,4934 DAVISON AVE,4934 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000140,4940 DAVISON AVE,4940 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000150,4944 DAVISON AVE,4944 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000190,4956 DAVISON AVE,4956 DAVISON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15292000190,4956 DAVISON AVE,4956 DAVISON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15292000230,4968 DAVISON AVE,4968 DAVISON AV,FALSE,TRUE,TRUE,TRUE,unknown,"vacant building, confirmed",building,unmatched,TRUE
15292000240,4968 1/2 DAVISON AVE,4968 1/2 DAVISON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000250,4970 DAVISON AVE,4970 DAVISON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15292000280,4973 ALCOTT AVE,4973 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000290,4971 ALCOTT AVE,4971 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000290,4971 ALCOTT AVE,4971 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000300,4969 ALCOTT AVE,4969 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15292000310,4965 ALCOTT AVE,4965 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000330,4957 ALCOTT AVE,4957 ALCOTT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15292000340,4955 ALCOTT AVE,4955 ALCOTT AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
15292000350,4951 ALCOTT AVE,4951 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000360,4949 ALCOTT AVE,4949 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000370,4947 ALCOTT AVE,4947 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000380,4945 ALCOTT AVE,4945 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000390,4941 ALCOTT AVE,4941 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15292000430,4929 ALCOTT AVE,4929 ALCOTT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15292000460,4919 ALCOTT AVE,4919 ALCOTT AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
15292000480,4915 ALCOTT AVE,4915 ALCOTT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000490,4911 ALCOTT AVE,4911 ALCOTT AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
15292000510,4905 ALCOTT AVE,4905 ALCOTT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000520,4903 ALCOTT AVE,4903 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15292000530,4901 ALCOTT AVE,4901 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000020,4904 ALCOTT AVE,4904 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000030,4908 ALCOTT AVE,4908 ALCOTT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15293000090,4928 ALCOTT AVE,4928 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000100,4930 ALCOTT AVE,4930 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000110,4932 ALCOTT AVE,4932 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000130,4940 ALCOTT AVE,4940 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000140,4942 ALCOTT AVE,4942 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000150,4946 ALCOTT AVE,4946 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15293000220,4968 ALCOTT AVE,4968 ALCOTT AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15293000240,4974 - 5424 ALCOTT AVE,5418-24 LILLIAN AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15293000255,4971 EMERSON AVE,4971 EMERSON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15293000265,4967 EMERSON AVE,4967 EMERSON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15293000270,4965 EMERSON AVE,4965 EMERSON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15293000280,4959 EMERSON AVE,4959 EMERSON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15293000290,4957 EMERSON AVE,4957 EMERSON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15293000300,4955 EMERSON AVE,4955 EMERSON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000310,4953 EMERSON AVE,4953 EMERSON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant lot, confirmed",lot,unmatched,FALSE
15293000320,4951 EMERSON AVE,4951 EMERSON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15293000330,4947 EMERSON AVE,4947 EMERSON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000340,4945 EMERSON AVE,4945 EMERSON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15293000360,4941 EMERSON AVE,4941 EMERSON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15293000370,4937 EMERSON AVE,4937 EMERSON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000410,4921 EMERSON AVE,4921 EMERSON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
15293000420,4919 EMERSON AVE,4919 EMERSON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000430,4917 EMERSON AVE,4917 EMERSON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15293000450,4911 EMERSON AVE,4911 EMERSON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15293000480,4901 EMERSON AVE,4901 EMERSON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15294000200,6255 GRAVOIS AVE,6255-9 GRAVOIS AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant building, confirmed",building,unmatched,TRUE
15296000220,4781 MILENTZ AVE,4781 MILENTZ AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15298000170,3661 GERMANIA ST,3661 GERMANIA ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15300000040,4320 EICHELBERGER ST,4320 EICHELBERGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15303000110,4701 NATURAL BRIDGE AVE,4701 NATURAL BRIDGE AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, possible",building,matched,TRUE
15303000150,4717 - 4719 NATURAL BRIDGE AVE,4717-9 NATURAL BRIDGE AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15303000220,3722 - 3724 SHREVE AVE,3722-4 SHREVE AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15303000230,3718 - 3720 SHREVE AVE,3718-20 SHREVE AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15306000020,1458 LAUREL ST,1458 LAUREL ST,FALSE,TRUE,TRUE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15306000040,1464 LAUREL ST,1464 LAUREL ST,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15306000050,1466 LAUREL ST,1466 LAUREL ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15306000060,1470 LAUREL ST,1470 LAUREL ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15306000090,1478 LAUREL ST,1478 LAUREL ST,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15306000100,1480 LAUREL ST,1480 LAUREL ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15306000110,1484 LAUREL ST,1484 LAUREL ST,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15306000130,5818 DR MARTIN LUTHER KING DR,5818 DR MARTIN LUTHER KING DR,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15306000150,5810 - 5812 DR MARTIN LUTHER KING DR,5810-2 DR MARTIN LUTHER KING DR,FALSE,TRUE,TRUE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15306000160,5806 - 5808 DR MARTIN LUTHER KING DR,5806-8 DR MARTIN LUTHER KING DR,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15306000170,1485 - 1493 GOODFELLOW BLVD,1485-93 GOODFELLOW BLVD,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15306000180,1483 GOODFELLOW BLVD,1483 GOODFELLOW BLVD,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15306000200,1477 GOODFELLOW BLVD,1477 GOODFELLOW BLVD,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15306000210,1473 - 1475 GOODFELLOW BLVD,1473-5 GOODFELLOW BLVD,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15306000230,1467 GOODFELLOW BLVD,1467 GOODFELLOW BLVD,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15306000250,1463 GOODFELLOW BLVD,1463 GOODFELLOW BLVD,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15306000260,1461 GOODFELLOW BLVD,1461 GOODFELLOW BLVD,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15306000270,1459 GOODFELLOW BLVD,1459 GOODFELLOW BLVD,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15306000280,1455 - 1457 GOODFELLOW BLVD,1455-7 GOODFELLOW BLVD,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15307000010,1454 - 1456 ROWAN AVE,1454 ROWAN AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15307000030,1460 ROWAN AVE,1460 ROWAN AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15307000035,1462 ROWAN AVE,1462 ROWAN AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15307000100,1482 ROWAN AVE,1482 ROWAN AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant building, confirmed",building,unmatched,TRUE
15307000120,5846 - 5852 DR MARTIN LUTHER KING DR,5846-52 DR MARTIN LUTHER KING DR,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15307000130,5842 - 5844 DR MARTIN LUTHER KING DR,5842-4 DR MARTIN LUTHER KING DR,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15307000140,5832 - 5838 DR MARTIN LUTHER KING DR,5832-8 DR MARTIN LUTHER KING DR,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15307000160,1481 LAUREL ST,1481 LAUREL ST,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15307000170,1477 LAUREL ST,1477 LAUREL ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15307000180,1475 LAUREL ST,1475 LAUREL ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
15307000200,1469 LAUREL ST,1469 LAUREL ST,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15307000220,1465 LAUREL ST,1465 LAUREL ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15307000230,1461 LAUREL ST,1461 LAUREL ST,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15308000010,1452 HAMILTON AVE,1452 HAMILTON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
15308000020,1456 HAMILTON AVE,1456 HAMILTON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15308000050,1468 HAMILTON AVE,1468 HAMILTON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15308000060,1472 HAMILTON AVE,1472 HAMILTON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15308000090,1478 - 1484 HAMILTON AVE,1478-84 HAMILTON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant lot, confirmed",lot,unmatched,TRUE
15308000100,1486 - 5894 HAMILTON AVE,5894 DR MARTIN LUTHER KING DR,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15308000110,5888 DR MARTIN LUTHER KING DR,5888 DR MARTIN LUTHER KING DR,FALSE,TRUE,TRUE,TRUE,building,"vacant lot, confirmed",lot,unmatched,TRUE
15308000120,5886 DR MARTIN LUTHER KING DR,5886 DR MARTIN LUTHER KING DR,FALSE,TRUE,TRUE,TRUE,building,"vacant lot, confirmed",lot,unmatched,TRUE
15308000130,5882 - 5884 DR MARTIN LUTHER KING DR,5882-4 DR MARTIN LUTHER KING DR,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15308000140,5870 DR MARTIN LUTHER KING DR,5870 DR MARTIN LUTHER KING DR,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15308000160,1483 - 1485 ROWAN AVE,1483-5 ROWAN AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15308000210,1463 ROWAN AVE,1463 ROWAN AV,FALSE,TRUE,TRUE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15308000230,1459 ROWAN AVE,1459 ROWAN AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15308000240,1455 ROWAN AVE,1455 ROWAN AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15310000025,4104 DETONTY ST,4104 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15310000035,4106 DETONTY ST,4106 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15310000045,4108 DETONTY ST,4108 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15310000050,4162 - 4164 DETONTY ST,4162-4 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15310000055,4110 - 4112 DETONTY ST,4110-2 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15310000065,4120 DETONTY ST,4120 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15310000075,4126 DETONTY ST,4126 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15310000085,4128 DETONTY ST,4128 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15310000095,4130 DETONTY ST,4130 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15310000125,4132 DETONTY ST,4132 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15311000040,4056 - 4058 DETONTY ST,4056-8 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15311000300,4047 - 4049 SHAW AVE,4047-9 SHAW AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15311000420,4017 - 4019 SHAW AVE,4017-9 SHAW AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15311000420,4017 - 4019 SHAW AVE,4017-9 SHAW AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15312000010,3966 - 3968 DETONTY ST,3966-8 DETONTY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15312000040,3956 DETONTY ST,3956 DETONTY ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
15312000080,3944 DETONTY ST,3944 DETONTY ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
15312000150,3920 DETONTY ST,3920 DETONTY ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
15312000380,3967 SHAW AVE,3967 SHAW AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15312000390,3969 SHAW AVE,3969 SHAW AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15312000400,1826 LAWRENCE ST,1826 LAWRENCE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15312000420,1816 LAWRENCE ST,1816 LAWRENCE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15314000020,4656 VARRELMANN AVE,4656 VARRELMANN AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, possible",building,matched,FALSE
15314000070,4636 VARRELMANN AVE,4636 VARRELMANN AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, possible",building,matched,TRUE
15314000150,4610 VARRELMANN AVE,4610 VARRELMANN AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
15316000070,4638 NEWPORT AVE,4638 NEWPORT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15317000040,4704 BEACON AVE,4704 BEACON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
15317000050,4706 BEACON AVE,4706 BEACON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15317000060,4710 BEACON AVE,4710 BEACON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
15317000090,4718 BEACON AVE,4718 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15317000100,4722 BEACON AVE,4722 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15317000120,4728 BEACON AVE,4728 BEACON AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
15317000130,4730 BEACON AVE,4730 BEACON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15317000140,4734 BEACON AVE,4734 BEACON AV,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15317000170,4742 BEACON AVE,4742 BEACON AV,FALSE,FALSE,FALSE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
15317000200,4752 BEACON AVE,4752 BEACON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
